PROPERTY_TYPE,ROOM_TYPE,ACCOMMODATES,YEAR_MONTH,ACTIVE_LISTINGS_RATE,MIN_PRICE_ACT,MAX_PRICE_ACT,MEDIAN_PRICE_ACT,NUMBER_OF_DISTINCT_HOSTS,SUPER_HOST_RATE,AVG_REV_SCORE_ACT,PERCENTAGE_CHANGE_FOR_ACTIVE_LISTINGS,PERCENTAGE_CHANGE_FOR_INACTIVE_LISTINGS,TOTAL_NUMBER_OF_STAYS,AVERAGE_ESTIMATED_REVENUE_PER_ACTIVE_LISTINGS
Shared room in serviced apartment,Shared room,1,2020-08-01,100.000000,60,60,60,1,0.000000,,,,0,0.000000
Shared room in serviced apartment,Shared room,1,2020-09-01,100.000000,60,60,60,1,0.000000,,100.000000,,0,0.000000
Shared room in serviced apartment,Shared room,1,2020-10-01,100.000000,60,60,60,1,0.000000,,-50.000000,,30,1800.000000
Shared room in serviced apartment,Shared room,1,2020-11-01,100.000000,60,60,60,1,0.000000,,0.000000,,0,0.000000
Shared room in serviced apartment,Shared room,1,2020-12-01,100.000000,60,60,60,1,0.000000,,0.000000,,0,0.000000
Shared room in serviced apartment,Shared room,1,2021-01-01,100.000000,60,60,60,1,0.000000,,0.000000,,0,0.000000
Shared room in serviced apartment,Shared room,1,2021-02-01,100.000000,60,60,60,1,0.000000,,0.000000,,0,0.000000
Shared room in serviced apartment,Shared room,1,2021-03-01,100.000000,60,60,60,1,0.000000,,0.000000,,0,0.000000
Shared room in serviced apartment,Shared room,1,2021-04-01,100.000000,60,60,60,1,0.000000,,0.000000,,0,0.000000
Shared room in serviced apartment,Shared room,2,2020-08-01,100.000000,75,75,75,1,0.000000,,,,0,0.000000
Shared room in serviced apartment,Shared room,2,2020-09-01,100.000000,75,75,75,1,0.000000,,100.000000,,0,0.000000
Shared room in serviced apartment,Shared room,2,2020-10-01,100.000000,75,75,75,1,0.000000,,-50.000000,,0,0.000000
Shared room in serviced apartment,Shared room,2,2020-11-01,100.000000,75,75,75,1,0.000000,,0.000000,,0,0.000000
Shared room in serviced apartment,Shared room,2,2020-12-01,100.000000,75,75,75,1,0.000000,,0.000000,,0,0.000000
Shared room in serviced apartment,Shared room,2,2021-01-01,100.000000,75,75,75,1,0.000000,,0.000000,,0,0.000000
Shared room in serviced apartment,Shared room,2,2021-02-01,100.000000,75,75,75,1,0.000000,,0.000000,,0,0.000000
Shared room in serviced apartment,Shared room,2,2021-03-01,100.000000,75,75,75,1,0.000000,,0.000000,,0,0.000000
Shared room in serviced apartment,Shared room,2,2021-04-01,100.000000,75,75,75,1,0.000000,,0.000000,,0,0.000000
Shared room in tent,Shared room,2,2020-08-01,100.000000,20,20,20,1,0.000000,,,,30,600.000000
Shared room in tent,Shared room,2,2020-09-01,100.000000,20,20,20,1,0.000000,,0.000000,,30,600.000000
Shared room in tent,Shared room,2,2020-10-01,100.000000,20,20,20,1,0.000000,,0.000000,,30,600.000000
Shared room in tent,Shared room,2,2020-11-01,100.000000,20,20,20,1,0.000000,,0.000000,,30,600.000000
Shared room in tent,Shared room,2,2020-12-01,100.000000,20,20,20,1,0.000000,,0.000000,,30,600.000000
Shared room in tent,Shared room,2,2021-01-01,100.000000,20,20,20,1,0.000000,,0.000000,,30,600.000000
Shared room in tent,Shared room,2,2021-02-01,100.000000,20,20,20,1,0.000000,,0.000000,,30,600.000000
Shared room in tent,Shared room,2,2021-03-01,100.000000,20,20,20,1,0.000000,,0.000000,,30,600.000000
Shared room in tent,Shared room,2,2021-04-01,100.000000,20,20,20,1,0.000000,,0.000000,,30,600.000000
Shared room in tiny house,Shared room,1,2020-09-01,100.000000,15,15,15,1,0.000000,,,,60,450.000000
Shared room in tiny house,Shared room,1,2020-10-01,100.000000,15,15,15,1,0.000000,,-50.000000,,30,450.000000
Shared room in tiny house,Shared room,1,2020-11-01,100.000000,15,15,15,1,0.000000,,0.000000,,30,450.000000
Shared room in tiny house,Shared room,1,2020-12-01,100.000000,15,15,15,1,0.000000,,0.000000,,30,450.000000
Shared room in tiny house,Shared room,1,2021-01-01,100.000000,15,15,15,1,0.000000,,0.000000,,30,450.000000
Shared room in tiny house,Shared room,1,2021-02-01,100.000000,15,15,15,1,0.000000,,0.000000,,30,450.000000
Shared room in tiny house,Shared room,1,2021-03-01,100.000000,15,15,15,1,0.000000,,0.000000,,30,450.000000
Shared room in tiny house,Shared room,1,2021-04-01,100.000000,15,15,15,1,0.000000,,0.000000,,30,450.000000
Shared room in townhouse,Shared room,1,2020-08-01,100.000000,20,1999,43,9,0.000000,87.500000,,,153,626.000000
Shared room in townhouse,Shared room,1,2020-09-01,100.000000,20,1999,45,9,0.000000,87.500000,18.181800,,154,534.307692
Shared room in townhouse,Shared room,1,2020-10-01,100.000000,20,1999,43,9,0.000000,87.500000,-15.384600,,171,764.181818
Shared room in townhouse,Shared room,1,2020-11-01,100.000000,20,1999,43,9,0.000000,87.500000,0.000000,,153,626.000000
Shared room in townhouse,Shared room,1,2020-12-01,100.000000,20,1999,43,9,0.000000,87.500000,0.000000,,182,797.818182
Shared room in townhouse,Shared room,1,2021-01-01,100.000000,20,1999,43,9,0.000000,87.500000,0.000000,,241,6179.727273
Shared room in townhouse,Shared room,1,2021-02-01,100.000000,20,1999,43,9,0.000000,87.500000,0.000000,,182,797.818182
Shared room in townhouse,Shared room,1,2021-03-01,100.000000,20,1999,43,9,0.000000,87.500000,0.000000,,183,801.545455
Shared room in townhouse,Shared room,1,2021-04-01,100.000000,20,1999,52.5,8,0.000000,83.333333,-18.181800,,123,1010.555556
Shared room in townhouse,Shared room,2,2020-08-01,100.000000,20,20,20,1,0.000000,100.000000,,,30,600.000000
Shared room in townhouse,Shared room,2,2020-09-01,100.000000,20,20,20,1,0.000000,100.000000,0.000000,,30,600.000000
Shared room in townhouse,Shared room,2,2020-10-01,100.000000,20,20,20,1,0.000000,100.000000,0.000000,,30,600.000000
Shared room in townhouse,Shared room,2,2020-11-01,100.000000,20,20,20,1,0.000000,100.000000,0.000000,,30,600.000000
Shared room in townhouse,Shared room,2,2020-12-01,100.000000,20,20,20,1,0.000000,100.000000,0.000000,,30,600.000000
Shared room in townhouse,Shared room,2,2021-01-01,100.000000,20,20,20,1,0.000000,100.000000,0.000000,,30,600.000000
Shared room in townhouse,Shared room,2,2021-02-01,100.000000,20,20,20,1,0.000000,100.000000,0.000000,,30,600.000000
Shared room in townhouse,Shared room,2,2021-03-01,100.000000,20,20,20,1,0.000000,100.000000,0.000000,,30,600.000000
Shared room in townhouse,Shared room,2,2021-04-01,100.000000,20,20,20,1,0.000000,100.000000,0.000000,,30,600.000000
Shared room in townhouse,Shared room,4,2020-08-01,100.000000,43,43,43,1,0.000000,,,,0,0.000000
Shared room in townhouse,Shared room,4,2020-09-01,100.000000,43,57,50,2,0.000000,,300.000000,,60,855.000000
Shared room in townhouse,Shared room,4,2020-10-01,100.000000,57,57,57,1,0.000000,,-75.000000,,30,1710.000000
Shared room in townhouse,Shared room,4,2020-11-01,100.000000,57,57,57,1,0.000000,,0.000000,,30,1710.000000
Shared room in townhouse,Shared room,4,2020-12-01,100.000000,57,57,57,1,0.000000,,0.000000,,30,1710.000000
Shared room in townhouse,Shared room,4,2021-01-01,100.000000,57,57,57,1,0.000000,,0.000000,,30,1710.000000
Shared room in townhouse,Shared room,4,2021-02-01,100.000000,57,57,57,1,0.000000,,0.000000,,30,1710.000000
Shared room in townhouse,Shared room,4,2021-03-01,100.000000,57,57,57,1,0.000000,,0.000000,,30,1710.000000
Shared room in townhouse,Shared room,4,2021-04-01,100.000000,57,57,57,1,0.000000,,0.000000,,30,1710.000000
Shared room in townhouse,Shared room,6,2020-08-01,100.000000,29,29,29,1,0.000000,,,,0,0.000000
Shared room in townhouse,Shared room,6,2020-09-01,100.000000,29,29,29,1,0.000000,,0.000000,,0,0.000000
Shared room in townhouse,Shared room,6,2020-10-01,100.000000,29,29,29,1,0.000000,,0.000000,,30,870.000000
Shared room in townhouse,Shared room,6,2020-11-01,100.000000,29,29,29,1,0.000000,,0.000000,,0,0.000000
Shared room in townhouse,Shared room,6,2020-12-01,100.000000,29,29,29,1,0.000000,,0.000000,,0,0.000000
Shared room in townhouse,Shared room,6,2021-01-01,100.000000,29,29,29,1,0.000000,,0.000000,,0,0.000000
Shared room in townhouse,Shared room,6,2021-02-01,100.000000,29,29,29,1,0.000000,,0.000000,,30,870.000000
Shared room in townhouse,Shared room,6,2021-03-01,100.000000,29,29,29,1,0.000000,,0.000000,,0,0.000000
Shared room in townhouse,Shared room,6,2021-04-01,100.000000,29,29,29,1,0.000000,,0.000000,,0,0.000000
Shared room in villa,Shared room,1,2020-08-01,100.000000,59,59,59,1,0.000000,,,,30,1770.000000
Shared room in villa,Shared room,1,2020-09-01,100.000000,21,59,40,2,0.000000,,200.000000,,90,1010.000000
Shared room in villa,Shared room,1,2020-10-01,100.000000,21,59,40,2,0.000000,,-33.333300,,60,1200.000000
Shared room in villa,Shared room,1,2020-11-01,100.000000,21,59,40,2,0.000000,,0.000000,,60,1200.000000
Shared room in villa,Shared room,1,2020-12-01,100.000000,21,59,40,2,0.000000,,0.000000,,60,1200.000000
Shared room in villa,Shared room,1,2021-01-01,100.000000,21,59,40,2,0.000000,,0.000000,,60,1200.000000
Shared room in villa,Shared room,1,2021-02-01,100.000000,20,59,25,4,0.000000,40.000000,350.000000,,61,268.888889
Shared room in villa,Shared room,1,2021-03-01,100.000000,20,59,25,4,0.000000,40.000000,0.000000,,66,285.000000
Shared room in villa,Shared room,1,2021-04-01,100.000000,20,59,25,4,0.000000,40.000000,0.000000,,67,287.222222
Shared room in villa,Shared room,2,2020-08-01,100.000000,100,100,100,1,0.000000,20.000000,,,0,0.000000
Shared room in villa,Shared room,2,2020-09-01,100.000000,100,150,150,2,0.000000,20.000000,200.000000,,60,3000.000000
Shared room in villa,Shared room,2,2020-10-01,100.000000,100,150,125,2,0.000000,20.000000,-33.333300,,30,2250.000000
Shared room in villa,Shared room,2,2020-11-01,100.000000,100,150,125,2,0.000000,20.000000,0.000000,,30,2250.000000
Shared room in villa,Shared room,2,2020-12-01,100.000000,100,150,125,2,0.000000,20.000000,0.000000,,30,2250.000000
Shared room in villa,Shared room,2,2021-01-01,100.000000,100,150,125,2,0.000000,20.000000,0.000000,,30,2250.000000
Shared room in villa,Shared room,2,2021-02-01,100.000000,100,150,125,2,0.000000,20.000000,0.000000,,30,2250.000000
Shared room in villa,Shared room,2,2021-03-01,100.000000,100,150,125,2,0.000000,20.000000,0.000000,,30,2250.000000
Shared room in villa,Shared room,2,2021-04-01,100.000000,100,150,125,2,0.000000,20.000000,0.000000,,30,2250.000000
Shared room in villa,Shared room,4,2020-08-01,100.000000,57,87,72,2,0.000000,40.000000,,,2,72.000000
Shared room in villa,Shared room,4,2020-09-01,100.000000,57,87,72,2,0.000000,40.000000,0.000000,,2,72.000000
Shared room in villa,Shared room,4,2020-10-01,100.000000,57,87,72,2,0.000000,40.000000,0.000000,,31,1333.500000
Shared room in villa,Shared room,4,2020-11-01,100.000000,57,87,72,2,0.000000,40.000000,0.000000,,2,72.000000
Shared room in villa,Shared room,4,2020-12-01,100.000000,57,87,72,2,0.000000,40.000000,0.000000,,2,72.000000
Shared room in villa,Shared room,4,2021-01-01,100.000000,57,87,72,2,0.000000,40.000000,0.000000,,2,72.000000
Shared room in villa,Shared room,4,2021-02-01,100.000000,57,87,72,2,0.000000,40.000000,0.000000,,2,72.000000
Shared room in villa,Shared room,4,2021-03-01,100.000000,57,87,72,2,0.000000,40.000000,0.000000,,2,72.000000
Shared room in villa,Shared room,4,2021-04-01,100.000000,87,87,87,1,0.000000,,-50.000000,,1,87.000000
Shared room in villa,Shared room,6,2020-08-01,100.000000,59,59,59,1,0.000000,,,,1,59.000000
Shared room in villa,Shared room,6,2020-09-01,100.000000,59,59,59,1,0.000000,,0.000000,,1,59.000000
Shared room in villa,Shared room,6,2020-10-01,100.000000,59,59,59,1,0.000000,,0.000000,,1,59.000000
Shared room in villa,Shared room,6,2020-11-01,100.000000,59,59,59,1,0.000000,,0.000000,,1,59.000000
Shared room in villa,Shared room,6,2020-12-01,100.000000,59,59,59,1,0.000000,,0.000000,,30,1770.000000
Tent,Entire home/apt,2,2020-05-01,100.000000,350,350,350,1,100.000000,99.000000,,,2,700.000000
Tent,Entire home/apt,2,2020-06-01,100.000000,250,350,300,2,50.000000,96.500000,100.000000,,37,5025.000000
Tent,Entire home/apt,2,2020-07-01,100.000000,250,350,300,2,50.000000,96.500000,0.000000,,30,4100.000000
Tent,Entire home/apt,2,2020-08-01,100.000000,251,256,253.5,2,50.000000,96.500000,0.000000,,16,2020.500000
Tent,Entire home/apt,2,2020-09-01,100.000000,280,291,285.5,2,50.000000,96.500000,0.000000,,16,2240.000000
Tent,Entire home/apt,2,2020-10-01,100.000000,283,283,283,1,100.000000,99.000000,-50.000000,,11,3113.000000
Tent,Entire home/apt,2,2020-11-01,100.000000,280,280,280,1,100.000000,99.000000,0.000000,,13,3640.000000
Tent,Entire home/apt,2,2020-12-01,100.000000,291,291,291,1,100.000000,99.000000,0.000000,,21,6111.000000
Tent,Entire home/apt,2,2021-01-01,100.000000,276,276,276,1,100.000000,99.000000,0.000000,,4,1104.000000
Tent,Entire home/apt,2,2021-02-01,100.000000,280,280,280,1,100.000000,99.000000,0.000000,,6,1680.000000
Tent,Entire home/apt,2,2021-03-01,100.000000,280,280,280,1,100.000000,99.000000,0.000000,,8,2240.000000
Tent,Entire home/apt,2,2021-04-01,100.000000,280,280,280,1,100.000000,99.000000,0.000000,,7,1960.000000
Tent,Entire home/apt,4,2020-05-01,100.000000,200,269,200,2,0.000000,100.000000,,,5,284.500000
Tent,Entire home/apt,4,2020-06-01,100.000000,200,269,200,2,0.000000,100.000000,0.000000,,5,284.500000
Tent,Entire home/apt,4,2020-07-01,100.000000,200,269,234.5,2,0.000000,100.000000,-25.000000,,33,2246.000000
Tent,Entire home/apt,4,2020-08-01,100.000000,200,269,200,2,0.000000,100.000000,33.333300,,20,1034.500000
Tent,Entire home/apt,4,2020-09-01,100.000000,200,269,200,2,0.000000,100.000000,25.000000,,122,4907.600000
Tent,Entire home/apt,4,2020-10-01,100.000000,200,200,200,1,0.000000,100.000000,-40.000000,,90,6000.000000
Tent,Entire home/apt,4,2020-11-01,100.000000,200,200,200,1,0.000000,100.000000,0.000000,,90,6000.000000
Tent,Entire home/apt,4,2020-12-01,100.000000,200,200,200,1,0.000000,100.000000,0.000000,,80,5333.333333
Tent,Entire home/apt,4,2021-01-01,100.000000,200,200,200,1,0.000000,100.000000,0.000000,,59,3933.333333
Tent,Entire home/apt,4,2021-02-01,100.000000,200,200,200,1,0.000000,100.000000,0.000000,,3,200.000000
Tent,Entire home/apt,4,2021-03-01,100.000000,200,269,200,2,0.000000,100.000000,33.333300,,17,936.250000
Tent,Entire home/apt,4,2021-04-01,100.000000,220,269,244.5,2,0.000000,100.000000,-50.000000,,28,3129.000000
Tent,Private room,2,2020-05-01,100.000000,100,100,100,1,0.000000,67.000000,,,0,0.000000
Tent,Private room,2,2020-06-01,100.000000,100,100,100,1,0.000000,67.000000,0.000000,,1,100.000000
Tent,Private room,2,2020-07-01,100.000000,100,100,100,1,0.000000,67.000000,0.000000,,0,0.000000
Tent,Private room,4,2020-05-01,100.000000,71,71,71,1,0.000000,,,,1,71.000000
Tent,Private room,4,2020-06-01,100.000000,71,71,71,1,0.000000,,0.000000,,1,71.000000
Tent,Private room,4,2020-07-01,100.000000,71,71,71,1,0.000000,,0.000000,,1,71.000000
Tent,Private room,6,2020-05-01,100.000000,230,230,230,1,0.000000,98.000000,,,1,230.000000
Tent,Private room,6,2020-06-01,100.000000,184,184,184,1,0.000000,98.000000,0.000000,,30,5520.000000
Tent,Private room,6,2020-07-01,100.000000,184,184,184,1,0.000000,98.000000,0.000000,,30,5520.000000
Tent,Shared room,2,2020-05-01,100.000000,51,51,51,1,0.000000,,,,30,1530.000000
Tent,Shared room,2,2020-06-01,100.000000,50,50,50,1,0.000000,,0.000000,,30,1500.000000
Tent,Shared room,2,2020-07-01,100.000000,50,50,50,1,0.000000,,0.000000,,30,1500.000000
Tiny house,Entire home/apt,1,2020-05-01,100.000000,55,86,73,3,100.000000,99.333333,,,64,1295.666667
Tiny house,Entire home/apt,1,2020-06-01,100.000000,55,85,72,3,100.000000,99.333333,0.000000,,48,925.333333
Tiny house,Entire home/apt,1,2020-07-01,100.000000,56,60,58,2,100.000000,99.000000,-33.333300,,41,1208.000000
Tiny house,Entire home/apt,1,2020-08-01,100.000000,55,86,73.5,3,100.000000,99.333333,50.000000,,52,1263.333333
Tiny house,Entire home/apt,1,2020-09-01,100.000000,55,86,73.5,3,100.000000,99.500000,33.333300,,85,1656.250000
Tiny house,Entire home/apt,1,2020-10-01,100.000000,55,85,73,3,66.666700,98.333333,-25.000000,,18,454.000000
Tiny house,Entire home/apt,1,2020-11-01,100.000000,55,85,74,3,66.666700,98.333333,0.000000,,40,1012.000000
Tiny house,Entire home/apt,1,2020-12-01,100.000000,55,87,80.5,3,66.666700,98.666667,0.000000,,36,911.666667
Tiny house,Entire home/apt,1,2021-01-01,100.000000,55,87,75,3,66.666700,98.666667,0.000000,,57,1322.333333
Tiny house,Entire home/apt,1,2021-02-01,100.000000,55,87,75,3,66.666700,98.666667,0.000000,,35,679.000000
Tiny house,Entire home/apt,1,2021-03-01,100.000000,55,85,73.5,3,66.666700,98.666667,0.000000,,35,746.333333
Tiny house,Entire home/apt,1,2021-04-01,100.000000,55,85,72.5,3,66.666700,98.666667,0.000000,,53,1141.666667
Tiny house,Entire home/apt,2,2020-05-01,100.000000,44,260,88,20,45.000000,93.705882,,,372,1957.409091
Tiny house,Entire home/apt,2,2020-06-01,100.000000,45,400,100,19,47.368400,95.875000,-4.545500,,392,2148.142857
Tiny house,Entire home/apt,2,2020-07-01,100.000000,46,420,100,23,43.478300,94.200000,19.047600,,472,2448.360000
Tiny house,Entire home/apt,2,2020-08-01,100.000000,45,414,94.5,22,40.909100,95.842105,-4.000000,,454,2536.958333
Tiny house,Entire home/apt,2,2020-09-01,100.000000,45,414,95,21,42.857100,96.111111,-4.166700,,402,2528.826087
Tiny house,Entire home/apt,2,2020-10-01,100.000000,45,300,100,19,36.842100,95.470588,-8.695700,,410,2268.619048
Tiny house,Entire home/apt,2,2020-11-01,100.000000,45,300,100,18,38.888900,95.687500,-4.761900,,420,2370.750000
Tiny house,Entire home/apt,2,2020-12-01,100.000000,45,400,112.5,18,38.888900,96.125000,-5.000000,,424,2469.000000
Tiny house,Entire home/apt,2,2021-01-01,100.000000,45,400,110,20,45.000000,95.812500,10.526300,,447,2705.380952
Tiny house,Entire home/apt,2,2021-02-01,100.000000,45,300,104.5,20,45.000000,95.875000,0.000000,,443,2428.047619
Tiny house,Entire home/apt,2,2021-03-01,100.000000,45,300,110,20,45.000000,96.411765,0.000000,,488,3056.523810
Tiny house,Entire home/apt,2,2021-04-01,100.000000,45,450,100,18,33.333300,96.125000,-4.761900,,437,3159.250000
Tiny house,Entire home/apt,3,2020-05-01,100.000000,41,60,50.5,2,50.000000,93.500000,,,6,142.000000
Tiny house,Entire home/apt,3,2020-06-01,100.000000,42,59,50.5,2,50.000000,94.000000,0.000000,,40,1027.000000
Tiny house,Entire home/apt,3,2020-07-01,100.000000,42,59,50.5,2,50.000000,94.000000,0.000000,,60,1515.000000
Tiny house,Entire home/apt,3,2020-08-01,100.000000,44,100,72,2,50.000000,94.000000,0.000000,,60,2160.000000
Tiny house,Entire home/apt,3,2020-09-01,100.000000,44,120,107.5,3,33.333300,95.333333,50.000000,,66,1630.000000
Tiny house,Entire home/apt,3,2020-10-01,100.000000,44,120,100.5,3,33.333300,95.333333,0.000000,,65,1450.000000
Tiny house,Entire home/apt,3,2020-11-01,100.000000,44,96,70,2,50.000000,94.000000,-33.333300,,60,2100.000000
Tiny house,Entire home/apt,3,2020-12-01,100.000000,44,159,101.5,2,50.000000,94.000000,0.000000,,60,3045.000000
Tiny house,Entire home/apt,3,2021-01-01,100.000000,44,159,101.5,2,50.000000,94.000000,0.000000,,60,3045.000000
Tiny house,Entire home/apt,3,2021-02-01,100.000000,44,44,44,1,0.000000,95.000000,-50.000000,,30,1320.000000
Tiny house,Entire home/apt,3,2021-03-01,100.000000,44,44,44,1,0.000000,95.000000,0.000000,,30,1320.000000
Tiny house,Entire home/apt,3,2021-04-01,100.000000,44,44,44,1,0.000000,95.000000,0.000000,,30,1320.000000
Tiny house,Entire home/apt,4,2020-05-01,100.000000,75,400,260,5,20.000000,93.250000,,,65,3203.800000
Tiny house,Entire home/apt,4,2020-06-01,100.000000,120,400,260,3,0.000000,93.500000,-40.000000,,50,2000.000000
Tiny house,Entire home/apt,4,2020-07-01,100.000000,119,400,260,3,0.000000,93.500000,0.000000,,58,2310.666667
Tiny house,Entire home/apt,4,2020-08-01,100.000000,95,110,102.5,2,0.000000,100.000000,-33.333300,,31,1480.000000
Tiny house,Entire home/apt,4,2020-09-01,100.000000,95,95,95,1,0.000000,100.000000,-50.000000,,30,2850.000000
Tiny house,Entire home/apt,4,2020-10-01,100.000000,95,95,95,1,0.000000,100.000000,0.000000,,30,2850.000000
Tiny house,Entire home/apt,4,2020-11-01,100.000000,95,299,197,2,0.000000,100.000000,100.000000,,34,2023.000000
Tiny house,Entire home/apt,4,2020-12-01,100.000000,95,102,98.5,2,0.000000,100.000000,0.000000,,38,1833.000000
Tiny house,Entire home/apt,4,2021-01-01,100.000000,95,98,96.5,2,0.000000,100.000000,0.000000,,31,1474.000000
Tiny house,Entire home/apt,4,2021-02-01,100.000000,95,98,96.5,2,0.000000,100.000000,0.000000,,34,1622.500000
Tiny house,Entire home/apt,4,2021-03-01,100.000000,95,98,96.5,2,0.000000,100.000000,0.000000,,33,1576.500000
Tiny house,Entire home/apt,4,2021-04-01,100.000000,95,152,125,3,0.000000,100.000000,50.000000,,66,2666.000000
Tiny house,Entire home/apt,5,2020-05-01,100.000000,181,250,215.5,2,0.000000,100.000000,,,1,125.000000
Tiny house,Entire home/apt,5,2020-06-01,100.000000,250,250,250,1,0.000000,100.000000,-50.000000,,2,500.000000
Tiny house,Entire home/apt,5,2020-07-01,100.000000,250,250,250,1,0.000000,100.000000,0.000000,,7,1750.000000
Tiny house,Entire home/apt,6,2020-05-01,100.000000,201,201,201,1,0.000000,98.000000,,,30,6030.000000
Tiny house,Entire home/apt,6,2020-06-01,100.000000,200,200,200,1,0.000000,98.000000,0.000000,,30,6000.000000
Tiny house,Entire home/apt,6,2020-09-01,100.000000,175,175,175,1,0.000000,98.000000,100.000000,,60,5250.000000
Tiny house,Entire home/apt,6,2020-10-01,100.000000,175,175,175,1,0.000000,98.000000,-50.000000,,30,5250.000000
Tiny house,Entire home/apt,6,2020-11-01,100.000000,175,175,175,1,0.000000,98.000000,0.000000,,30,5250.000000
Tiny house,Entire home/apt,6,2020-12-01,100.000000,175,175,175,1,0.000000,98.000000,0.000000,,30,5250.000000
Tiny house,Entire home/apt,6,2021-01-01,100.000000,175,175,175,1,0.000000,98.000000,0.000000,,30,5250.000000
Tiny house,Entire home/apt,6,2021-02-01,100.000000,175,175,175,1,0.000000,98.000000,0.000000,,30,5250.000000
Tiny house,Entire home/apt,6,2021-03-01,100.000000,175,175,175,1,0.000000,98.000000,0.000000,,30,5250.000000
Tiny house,Entire home/apt,6,2021-04-01,100.000000,175,175,175,1,0.000000,98.000000,0.000000,,30,5250.000000
Tiny house,Private room,1,2020-05-01,100.000000,35,201,54.5,5,20.000000,100.000000,,,99,975.285714
Tiny house,Private room,1,2020-06-01,100.000000,50,200,64,4,25.000000,100.000000,-28.571400,,63,924.800000
Tiny house,Private room,1,2020-07-01,100.000000,50,200,125,3,0.000000,100.000000,-40.000000,,37,966.666667
Tiny house,Private room,2,2020-05-01,100.000000,40,107,75,4,0.000000,93.333333,,,58,1069.750000
Tiny house,Private room,2,2020-06-01,100.000000,45,101,74.5,4,0.000000,93.333333,0.000000,,54,1050.000000
Tiny house,Private room,2,2020-07-01,100.000000,46,100,75,4,0.000000,93.333333,0.000000,,97,1645.000000
Tiny house,Private room,3,2020-05-01,100.000000,71,71,71,1,0.000000,,,,0,0.000000
Tiny house,Shared room,1,2020-05-01,100.000000,15,15,15,1,0.000000,,,,30,450.000000
Tiny house,Shared room,1,2020-06-01,100.000000,14,14,14,1,0.000000,,0.000000,,30,420.000000
Tiny house,Shared room,4,2020-05-01,100.000000,250,250,250,1,0.000000,,,,1,250.000000
Tiny house,Shared room,4,2020-06-01,100.000000,250,250,250,1,0.000000,,0.000000,,1,250.000000
Tiny house,Shared room,4,2020-07-01,100.000000,250,250,250,1,0.000000,,0.000000,,1,250.000000
Tiny house,Shared room,5,2020-05-01,100.000000,164,164,164,1,0.000000,,,,1,164.000000
Tiny house,Shared room,5,2020-06-01,100.000000,165,165,165,1,0.000000,,0.000000,,1,165.000000
Tiny house,Shared room,5,2020-07-01,100.000000,165,165,165,1,0.000000,,0.000000,,1,165.000000
Tipi,Private room,3,2020-05-01,100.000000,49,49,49,1,0.000000,89.000000,,,2,98.000000
Tipi,Private room,3,2020-06-01,100.000000,49,49,49,1,0.000000,89.000000,0.000000,,2,98.000000
Tipi,Private room,3,2020-07-01,100.000000,49,49,49,1,0.000000,89.000000,0.000000,,2,98.000000
Townhouse,Entire home/apt,2,2020-05-01,100.000000,58,351,125.5,58,18.965500,94.607843,,,1236,2836.063492
Townhouse,Entire home/apt,2,2020-06-01,100.000000,59,350,120,51,19.607800,94.800000,-11.111100,,1087,2689.875000
Townhouse,Entire home/apt,2,2020-07-01,100.000000,57,349,121,39,23.076900,94.833333,-21.428600,,877,2787.227273
Townhouse,Entire home/apt,3,2020-05-01,100.000000,51,1600,145,26,15.384600,96.529412,,,555,4064.115385
Townhouse,Entire home/apt,3,2020-06-01,100.000000,50,1600,141,25,16.000000,96.133333,-3.846200,,472,3428.480000
Townhouse,Entire home/apt,3,2020-07-01,100.000000,60,1600,141,19,21.052600,96.153846,-24.000000,,400,3428.052632
Townhouse,Entire home/apt,4,2020-05-01,100.000000,49,1500,200,209,11.483300,94.150000,,,4930,5581.813084
Townhouse,Entire home/apt,4,2020-06-01,100.000000,49,1500,200,211,12.322300,94.257669,0.934600,,5053,5794.305556
Townhouse,Entire home/apt,4,2020-07-01,100.000000,49,1500,200,174,15.517200,94.492308,-18.055600,,4146,6026.548023
Townhouse,Entire home/apt,5,2020-05-01,100.000000,91,801,249,73,12.328800,95.019231,,,1460,5219.240000
Townhouse,Entire home/apt,5,2020-06-01,100.000000,90,799,249,74,12.162200,94.962264,1.333300,,1492,5283.934211
Townhouse,Entire home/apt,5,2020-07-01,100.000000,90,800,250,62,17.741900,95.333333,-18.421100,,1221,5435.387097
Townhouse,Entire home/apt,6,2020-05-01,100.000000,69,1550,281,154,18.181800,94.296296,,,3685,6923.941520
Townhouse,Entire home/apt,6,2020-06-01,100.000000,69,1550,300,148,18.918900,94.611111,-3.508800,,3509,6866.412121
Townhouse,Entire home/apt,6,2020-07-01,100.000000,69,1550,300,126,19.841300,94.542056,-17.575800,,2839,6851.389706
Townhouse,Entire home/apt,7,2020-05-01,100.000000,99,499,264.5,34,23.529400,94.206897,,,599,4390.421053
Townhouse,Entire home/apt,7,2020-06-01,100.000000,100,499,251,35,22.857100,93.482759,2.631600,,610,4266.897436
Townhouse,Entire home/apt,7,2020-07-01,100.000000,100,500,250,32,28.125000,93.407407,-12.820500,,608,4994.588235
Townhouse,Entire home/apt,8,2020-05-01,100.000000,109,1000,320,56,21.428600,92.673469,,,1200,6914.307692
Townhouse,Entire home/apt,8,2020-06-01,100.000000,109,900,301.5,47,17.021300,93.025641,-16.923100,,1087,7100.981481
