PROPERTY_TYPE,ROOM_TYPE,ACCOMMODATES,YEAR_MONTH,ACTIVE_LISTINGS_RATE,MIN_PRICE_ACT,MAX_PRICE_ACT,MEDIAN_PRICE_ACT,NUMBER_OF_DISTINCT_HOSTS,SUPER_HOST_RATE,AVG_REV_SCORE_ACT,PERCENTAGE_CHANGE_FOR_ACTIVE_LISTINGS,PERCENTAGE_CHANGE_FOR_INACTIVE_LISTINGS,TOTAL_NUMBER_OF_STAYS,AVERAGE_ESTIMATED_REVENUE_PER_ACTIVE_LISTINGS
Boutique hotel,Private room,3,2020-05-01,100.000000,110,419,199,9,22.222200,84.100000,,,100,1533.266667
Boutique hotel,Private room,3,2020-06-01,100.000000,110,419,199,9,22.222200,83.200000,0.000000,,212,3781.266667
Boutique hotel,Private room,3,2020-07-01,100.000000,69,420,164,10,20.000000,80.375000,6.666700,,150,1225.312500
Boutique hotel,Private room,4,2020-05-01,100.000000,150,459,233,6,16.666700,96.833333,,,2,62.375000
Boutique hotel,Private room,4,2020-06-01,100.000000,150,459,232.5,6,16.666700,96.833333,0.000000,,5,209.375000
Boutique hotel,Private room,4,2020-07-01,100.000000,69,460,189.5,7,14.285700,97.000000,25.000000,,120,2179.900000
Boutique hotel,Private room,5,2020-05-01,100.000000,189,375,282,2,0.000000,50.000000,,,0,0.000000
Boutique hotel,Private room,5,2020-06-01,100.000000,190,375,282.5,2,0.000000,50.000000,0.000000,,2,190.000000
Boutique hotel,Private room,5,2020-07-01,100.000000,188,375,281.5,2,0.000000,50.000000,0.000000,,1,94.000000
Boutique hotel,Private room,6,2020-05-01,100.000000,150,625,520,3,33.333300,89.666667,,,5,901.666667
Boutique hotel,Private room,6,2020-06-01,100.000000,150,625,520.5,3,33.333300,89.666667,0.000000,,26,4770.666667
Boutique hotel,Private room,6,2020-07-01,100.000000,150,625,520,3,33.333300,89.666667,0.000000,,21,2880.000000
Bungalow,Entire home/apt,1,2020-05-01,100.000000,47,151,99,2,0.000000,72.000000,,,31,780.500000
Bungalow,Entire home/apt,1,2020-06-01,100.000000,49,151,100,2,0.000000,72.000000,0.000000,,31,810.500000
Bungalow,Entire home/apt,1,2020-07-01,100.000000,150,150,150,1,0.000000,,-50.000000,,1,150.000000
Bungalow,Entire home/apt,2,2020-05-01,100.000000,51,194,121,21,47.619000,95.000000,,,456,2661.571429
Bungalow,Entire home/apt,2,2020-06-01,100.000000,51,195,121.5,21,47.619000,95.000000,0.000000,,437,2632.428571
Bungalow,Entire home/apt,2,2020-07-01,100.000000,50,196,118,18,38.888900,92.588235,-14.285700,,409,2566.166667
Bungalow,Entire home/apt,3,2020-05-01,100.000000,90,181,152.5,5,0.000000,87.750000,,,119,3072.200000
Bungalow,Entire home/apt,3,2020-06-01,100.000000,90,180,152,5,0.000000,87.750000,0.000000,,109,2688.000000
Bungalow,Entire home/apt,3,2020-07-01,100.000000,76,180,123,6,0.000000,86.200000,20.000000,,124,2630.666667
Bungalow,Entire home/apt,4,2020-05-01,100.000000,75,651,201,22,27.272700,96.812500,,,506,4922.909091
Bungalow,Entire home/apt,4,2020-06-01,100.000000,75,649,200,22,27.272700,96.812500,0.000000,,488,4975.227273
Bungalow,Entire home/apt,4,2020-07-01,100.000000,98,401,168,16,31.250000,97.071429,-27.272700,,334,4220.062500
Bungalow,Entire home/apt,5,2020-05-01,100.000000,103,600,188,15,40.000000,95.916667,,,286,4356.533333
Bungalow,Entire home/apt,5,2020-06-01,100.000000,102,599,187.5,15,40.000000,95.916667,0.000000,,333,4940.266667
Bungalow,Entire home/apt,5,2020-07-01,100.000000,102,360,163,13,46.153800,96.454545,-13.333300,,241,3493.230769
Bungalow,Entire home/apt,6,2020-05-01,100.000000,70,807,284,20,20.000000,92.117647,,,422,6957.434783
Bungalow,Entire home/apt,6,2020-06-01,100.000000,69,699,275,17,23.529400,92.800000,-13.043500,,464,8518.350000
Bungalow,Entire home/apt,6,2020-07-01,100.000000,70,524,229,14,21.428600,90.000000,-25.000000,,317,6829.600000
Bungalow,Entire home/apt,7,2020-05-01,100.000000,245,600,375.5,5,0.000000,95.000000,,,150,11682.000000
Bungalow,Entire home/apt,7,2020-06-01,100.000000,140,601,350,6,16.666700,92.000000,20.000000,,160,9095.000000
Bungalow,Entire home/apt,7,2020-07-01,100.000000,139,600,350,6,16.666700,92.000000,0.000000,,179,10396.833333
Bungalow,Entire home/apt,8,2020-05-01,100.000000,181,1000,580,7,14.285700,99.750000,,,136,9033.750000
Bungalow,Entire home/apt,8,2020-06-01,100.000000,180,1002,581,7,14.285700,99.750000,0.000000,,182,12633.000000
Bungalow,Entire home/apt,8,2020-07-01,100.000000,180,988,589.5,6,16.666700,99.750000,-12.500000,,137,10096.571429
Bungalow,Entire home/apt,9,2020-05-01,100.000000,160,801,371,4,25.000000,92.333333,,,70,9205.000000
Bungalow,Entire home/apt,9,2020-06-01,100.000000,160,799,574.5,3,0.000000,91.500000,-25.000000,,90,13090.000000
Bungalow,Entire home/apt,9,2020-07-01,100.000000,346,799,572.5,2,0.000000,93.000000,-33.333300,,60,17175.000000
Bungalow,Entire home/apt,10,2020-05-01,100.000000,600,900,750,2,0.000000,100.000000,,,30,13500.000000
Bungalow,Entire home/apt,10,2020-06-01,100.000000,599,901,750,2,0.000000,100.000000,0.000000,,22,9911.000000
Bungalow,Entire home/apt,10,2020-07-01,100.000000,600,900,750,2,0.000000,100.000000,0.000000,,30,13500.000000
Bungalow,Entire home/apt,12,2020-05-01,100.000000,480,480,480,1,100.000000,80.000000,,,1,480.000000
Bungalow,Entire home/apt,12,2020-06-01,100.000000,481,481,481,1,100.000000,80.000000,0.000000,,1,481.000000
Bungalow,Entire home/apt,12,2020-07-01,100.000000,480,480,480,1,100.000000,80.000000,0.000000,,3,1440.000000
Bungalow,Entire home/apt,16,2020-05-01,100.000000,300,334,317,1,100.000000,93.000000,,,1,167.000000
Bungalow,Entire home/apt,16,2020-06-01,100.000000,300,333,316.5,1,100.000000,93.000000,0.000000,,1,166.500000
Bungalow,Entire home/apt,16,2020-07-01,100.000000,300,334,317,1,100.000000,93.000000,0.000000,,6,951.000000
Bungalow,Private room,1,2020-05-01,100.000000,34,250,49,14,14.285700,92.800000,,,217,899.764706
Bungalow,Private room,1,2020-06-01,100.000000,34,250,48.5,13,15.384600,92.555556,-5.882400,,227,982.187500
Bungalow,Private room,1,2020-07-01,100.000000,35,250,48.5,14,14.285700,93.300000,6.250000,,226,911.294118
Bungalow,Private room,2,2020-05-01,100.000000,31,126,62.5,35,22.857100,92.166667,,,800,1049.531915
Bungalow,Private room,2,2020-06-01,100.000000,30,124,60.5,35,25.714300,92.222222,0.000000,,705,950.106383
Bungalow,Private room,2,2020-07-01,100.000000,30,126,62.5,31,29.032300,92.333333,-10.638300,,665,1032.000000
Bungalow,Private room,3,2020-05-01,100.000000,45,99,70,5,0.000000,97.000000,,,97,1377.000000
Bungalow,Private room,3,2020-06-01,100.000000,45,100,70,5,0.000000,97.000000,0.000000,,97,1377.000000
Bungalow,Private room,3,2020-07-01,100.000000,49,100,70,4,0.000000,100.000000,-20.000000,,66,1273.500000
Bungalow,Private room,4,2020-05-01,100.000000,52,200,69.5,5,20.000000,86.428571,,,120,1184.125000
Bungalow,Private room,4,2020-06-01,100.000000,51,200,70.5,5,20.000000,86.428571,0.000000,,68,793.125000
Bungalow,Private room,4,2020-07-01,100.000000,52,100,69.5,4,25.000000,86.428571,-12.500000,,61,710.857143
Bungalow,Private room,5,2020-05-01,100.000000,70,70,70,1,0.000000,,,,1,70.000000
Bungalow,Private room,5,2020-06-01,100.000000,69,69,69,1,0.000000,,0.000000,,1,69.000000
Bungalow,Private room,5,2020-07-01,100.000000,70,70,70,1,0.000000,,0.000000,,1,70.000000
Bus,Entire home/apt,4,2020-06-01,100.000000,152,152,152,1,0.000000,,,,0,0.000000
Bus,Entire home/apt,4,2020-07-01,100.000000,151,151,151,1,0.000000,,0.000000,,0,0.000000
Bus,Entire home/apt,4,2020-08-01,100.000000,106,106,106,1,0.000000,,0.000000,,1,106.000000
Bus,Entire home/apt,4,2020-09-01,100.000000,106,106,106,1,0.000000,,0.000000,,0,0.000000
Bus,Entire home/apt,4,2020-10-01,100.000000,106,106,106,1,0.000000,,0.000000,,0,0.000000
Bus,Entire home/apt,4,2020-11-01,100.000000,106,106,106,1,0.000000,,0.000000,,0,0.000000
Bus,Private room,2,2020-06-01,100.000000,45,45,45,1,0.000000,,,,30,1350.000000
Bus,Private room,2,2020-07-01,100.000000,46,46,46,1,0.000000,,0.000000,,14,644.000000
Cabin,Entire home/apt,1,2020-06-01,100.000000,69,69,69,1,100.000000,100.000000,,,19,1311.000000
Cabin,Entire home/apt,1,2020-07-01,100.000000,70,70,70,1,100.000000,100.000000,0.000000,,30,2100.000000
Cabin,Entire home/apt,2,2020-05-01,100.000000,64,240,122,24,62.500000,97.761905,,,420,2547.708333
Cabin,Entire home/apt,2,2020-06-01,100.000000,60,245,122,24,58.333300,97.409091,4.166700,,376,2106.520000
Cabin,Entire home/apt,2,2020-07-01,100.000000,60,246,120.5,23,60.869600,97.333333,-4.000000,,448,2447.666667
Cabin,Entire home/apt,3,2020-05-01,100.000000,70,100,99.5,3,66.666700,97.000000,,,64,2073.666667
Cabin,Entire home/apt,3,2020-06-01,100.000000,69,100,99,3,66.666700,97.000000,0.000000,,62,2026.000000
Cabin,Entire home/apt,3,2020-07-01,100.000000,70,100,99.5,3,66.666700,97.000000,0.000000,,68,2176.666667
Cabin,Entire home/apt,4,2020-05-01,100.000000,128,184,138,5,0.000000,96.000000,,,94,2863.000000
Cabin,Entire home/apt,4,2020-06-01,100.000000,127,450,137,5,0.000000,95.750000,0.000000,,94,4446.800000
Cabin,Entire home/apt,4,2020-07-01,100.000000,128,450,137.5,5,0.000000,95.750000,0.000000,,150,5892.000000
Cabin,Entire home/apt,5,2020-05-01,100.000000,200,320,270,3,66.666700,96.666667,,,3,253.333333
Cabin,Entire home/apt,5,2020-06-01,100.000000,200,320,270,3,66.666700,96.666667,0.000000,,34,3493.333333
Cabin,Entire home/apt,5,2020-07-01,100.000000,200,320,270,3,66.666700,96.666667,0.000000,,52,4306.666667
Cabin,Entire home/apt,6,2020-05-01,100.000000,198,501,325,4,25.000000,88.500000,,,52,4872.500000
Cabin,Entire home/apt,6,2020-06-01,100.000000,198,400,325,3,33.333300,86.000000,-25.000000,,16,1764.000000
Cabin,Entire home/apt,6,2020-07-01,100.000000,198,400,325,3,33.333300,92.666667,0.000000,,20,2130.000000
Cabin,Entire home/apt,7,2020-05-01,100.000000,160,160,160,1,100.000000,99.000000,,,30,4800.000000
Cabin,Entire home/apt,7,2020-06-01,100.000000,161,161,161,1,100.000000,99.000000,0.000000,,3,483.000000
Cabin,Entire home/apt,7,2020-07-01,100.000000,160,160,160,1,100.000000,99.000000,0.000000,,4,640.000000
Cabin,Entire home/apt,8,2020-05-01,100.000000,180,519,300.5,5,60.000000,98.333333,,,42,2090.400000
Cabin,Entire home/apt,8,2020-06-01,100.000000,180,520,300,5,60.000000,97.333333,0.000000,,52,2734.000000
Cabin,Entire home/apt,8,2020-07-01,100.000000,180,520,300.5,4,75.000000,96.500000,-20.000000,,82,5607.250000
Cabin,Private room,1,2020-05-01,100.000000,35,49,48,1,0.000000,68.333333,,,52,830.666667
Cabin,Private room,1,2020-06-01,100.000000,35,49,47.5,1,0.000000,68.333333,0.000000,,49,776.666667
Cabin,Private room,1,2020-07-01,100.000000,36,49,48,1,0.000000,68.333333,0.000000,,37,569.666667
Cabin,Private room,2,2020-05-01,100.000000,47,285,142.5,9,33.333300,96.777778,,,125,1483.000000
Cabin,Private room,2,2020-06-01,100.000000,48,300,134.5,11,27.272700,97.181818,22.222200,,162,1482.909091
Cabin,Private room,2,2020-07-01,100.000000,49,300,128,13,23.076900,97.181818,18.181800,,172,1374.538462
Camper/RV,Entire home/apt,2,2020-05-01,100.000000,60,150,102.5,6,16.666700,93.250000,,,39,468.666667
Camper/RV,Entire home/apt,2,2020-06-01,100.000000,60,151,102,6,16.666700,93.250000,0.000000,,62,698.833333
Camper/RV,Entire home/apt,2,2020-07-01,100.000000,60,136,103,3,0.000000,96.500000,-50.000000,,60,1300.000000
Camper/RV,Entire home/apt,2,2020-08-01,100.000000,49,70,61.5,4,0.000000,96.500000,33.333300,,61,855.000000
Camper/RV,Entire home/apt,2,2020-09-01,100.000000,49,70,61.5,4,0.000000,96.500000,25.000000,,61,684.000000
Camper/RV,Entire home/apt,2,2020-10-01,100.000000,49,71,66.5,4,0.000000,96.500000,-20.000000,,61,857.750000
Camper/RV,Entire home/apt,2,2020-11-01,100.000000,49,71,66.5,4,0.000000,96.500000,0.000000,,60,840.000000
Camper/RV,Entire home/apt,2,2020-12-01,100.000000,49,71,70.5,3,0.000000,100.000000,-25.000000,,46,868.666667
Camper/RV,Entire home/apt,2,2021-01-01,100.000000,49,71,70.5,3,0.000000,100.000000,0.000000,,80,1663.333333
Camper/RV,Entire home/apt,2,2021-02-01,100.000000,49,71,70.5,3,0.000000,100.000000,0.000000,,30,490.000000
Camper/RV,Entire home/apt,2,2021-03-01,100.000000,49,71,70.5,3,0.000000,100.000000,0.000000,,30,490.000000
Camper/RV,Entire home/apt,2,2021-04-01,100.000000,49,71,70.5,3,0.000000,100.000000,0.000000,,30,490.000000
Camper/RV,Entire home/apt,3,2020-05-01,100.000000,54,151,109,4,0.000000,100.000000,,,60,990.000000
Camper/RV,Entire home/apt,3,2020-06-01,100.000000,53,151,109.5,4,0.000000,100.000000,0.000000,,60,990.000000
Camper/RV,Entire home/apt,3,2020-07-01,100.000000,78,150,145,3,0.000000,100.000000,-25.000000,,30,780.000000
Camper/RV,Entire home/apt,3,2020-08-01,100.000000,78,500,325,3,0.000000,100.000000,0.000000,,30,780.000000
Camper/RV,Entire home/apt,3,2020-09-01,100.000000,39,500,114,4,0.000000,100.000000,66.666700,,90,936.000000
Camper/RV,Entire home/apt,3,2020-10-01,100.000000,39,500,114,4,0.000000,100.000000,-20.000000,,60,877.500000
Camper/RV,Entire home/apt,3,2020-11-01,100.000000,39,500,114,4,0.000000,100.000000,0.000000,,60,877.500000
Camper/RV,Entire home/apt,3,2020-12-01,100.000000,39,500,114,4,0.000000,100.000000,0.000000,,60,877.500000
Camper/RV,Entire home/apt,3,2021-01-01,100.000000,39,500,114,4,0.000000,100.000000,0.000000,,90,4627.500000
Camper/RV,Entire home/apt,3,2021-02-01,100.000000,39,500,114,4,0.000000,100.000000,0.000000,,60,877.500000
Camper/RV,Entire home/apt,3,2021-03-01,100.000000,39,500,114,4,0.000000,100.000000,0.000000,,89,1965.000000
Camper/RV,Entire home/apt,3,2021-04-01,100.000000,39,500,114,4,0.000000,100.000000,0.000000,,90,4627.500000
Camper/RV,Entire home/apt,4,2020-05-01,100.000000,75,180,127.5,2,0.000000,96.000000,,,32,1305.000000
Camper/RV,Entire home/apt,4,2020-06-01,100.000000,74,180,127,2,0.000000,96.000000,0.000000,,32,1290.000000
Camper/RV,Entire home/apt,4,2020-07-01,100.000000,75,75,75,1,0.000000,96.000000,-50.000000,,30,2250.000000
Camper/RV,Entire home/apt,4,2020-08-01,100.000000,76,180,158,3,0.000000,98.000000,200.000000,,37,1106.666667
Camper/RV,Entire home/apt,4,2020-09-01,100.000000,76,180,157.5,3,0.000000,98.000000,33.333300,,63,1728.750000
Camper/RV,Entire home/apt,4,2020-10-01,100.000000,76,180,157.5,3,0.000000,98.000000,-25.000000,,76,3250.000000
Camper/RV,Entire home/apt,4,2020-11-01,100.000000,76,180,157.5,3,0.000000,98.000000,0.000000,,58,2050.000000
Camper/RV,Entire home/apt,4,2020-12-01,100.000000,89,180,134.5,2,0.000000,96.000000,-33.333300,,18,892.000000
Camper/RV,Entire home/apt,4,2021-01-01,100.000000,91,180,135.5,2,0.000000,96.000000,0.000000,,12,635.000000
Camper/RV,Entire home/apt,4,2021-02-01,100.000000,88,180,134,2,0.000000,96.000000,0.000000,,32,1500.000000
Camper/RV,Entire home/apt,4,2021-03-01,100.000000,88,180,134,2,0.000000,96.000000,0.000000,,32,1500.000000
Camper/RV,Entire home/apt,4,2021-04-01,100.000000,88,180,134,2,0.000000,96.000000,0.000000,,32,1500.000000
Camper/RV,Entire home/apt,5,2020-05-01,100.000000,70,70,70,1,0.000000,100.000000,,,30,2100.000000
Camper/RV,Entire home/apt,5,2020-06-01,100.000000,70,70,70,1,0.000000,100.000000,0.000000,,30,2100.000000
Camper/RV,Entire home/apt,5,2020-07-01,100.000000,70,70,70,1,0.000000,100.000000,0.000000,,30,2100.000000
Camper/RV,Entire home/apt,5,2020-08-01,100.000000,74,74,74,1,0.000000,100.000000,0.000000,,30,2220.000000
Camper/RV,Entire home/apt,5,2020-09-01,100.000000,74,74,74,1,0.000000,100.000000,0.000000,,30,2220.000000
Camper/RV,Entire home/apt,5,2020-10-01,100.000000,74,74,74,1,0.000000,100.000000,0.000000,,30,2220.000000
Camper/RV,Entire home/apt,5,2020-11-01,100.000000,74,74,74,1,0.000000,100.000000,0.000000,,30,2220.000000
Camper/RV,Entire home/apt,5,2020-12-01,100.000000,74,74,74,1,0.000000,100.000000,0.000000,,30,2220.000000
Camper/RV,Entire home/apt,5,2021-01-01,100.000000,74,74,74,1,0.000000,100.000000,0.000000,,30,2220.000000
Camper/RV,Entire home/apt,5,2021-02-01,100.000000,74,74,74,1,0.000000,100.000000,0.000000,,30,2220.000000
Camper/RV,Entire home/apt,5,2021-03-01,100.000000,74,74,74,1,0.000000,100.000000,0.000000,,30,2220.000000
Camper/RV,Entire home/apt,5,2021-04-01,100.000000,74,74,74,1,0.000000,100.000000,0.000000,,30,2220.000000
Camper/RV,Entire home/apt,6,2020-05-01,100.000000,236,236,236,1,0.000000,91.000000,,,30,7080.000000
Camper/RV,Entire home/apt,6,2020-06-01,100.000000,235,235,235,1,0.000000,91.000000,0.000000,,30,7050.000000
Camper/RV,Entire home/apt,6,2020-07-01,100.000000,234,234,234,1,0.000000,91.000000,0.000000,,30,7020.000000
Camper/RV,Entire home/apt,6,2020-08-01,100.000000,251,251,251,1,0.000000,91.000000,0.000000,,30,7530.000000
Camper/RV,Entire home/apt,6,2020-09-01,100.000000,251,251,251,1,0.000000,91.000000,0.000000,,30,7530.000000
Camper/RV,Entire home/apt,6,2020-10-01,100.000000,251,251,251,1,0.000000,91.000000,0.000000,,17,4267.000000
Camper/RV,Entire home/apt,6,2020-11-01,100.000000,251,251,251,1,0.000000,91.000000,0.000000,,27,6777.000000
Camper/RV,Entire home/apt,6,2020-12-01,100.000000,251,251,251,1,0.000000,91.000000,0.000000,,29,7279.000000
Camper/RV,Entire home/apt,6,2021-01-01,100.000000,251,251,251,1,0.000000,91.000000,0.000000,,17,4267.000000
Camper/RV,Entire home/apt,6,2021-02-01,100.000000,251,251,251,1,0.000000,91.000000,0.000000,,30,7530.000000
Camper/RV,Entire home/apt,6,2021-03-01,100.000000,251,251,251,1,0.000000,91.000000,0.000000,,26,6526.000000
Camper/RV,Entire home/apt,6,2021-04-01,100.000000,251,251,251,1,0.000000,91.000000,0.000000,,27,6777.000000
Camper/RV,Entire home/apt,7,2020-05-01,100.000000,171,171,171,1,0.000000,100.000000,,,0,0.000000
Camper/RV,Entire home/apt,7,2020-06-01,100.000000,169,169,169,1,0.000000,100.000000,0.000000,,0,0.000000
Camper/RV,Entire home/apt,7,2020-07-01,100.000000,169,169,169,1,0.000000,100.000000,0.000000,,0,0.000000
Camper/RV,Entire home/apt,7,2020-08-01,100.000000,135,135,135,1,0.000000,100.000000,0.000000,,0,0.000000
Camper/RV,Entire home/apt,7,2020-09-01,100.000000,135,135,135,1,0.000000,100.000000,0.000000,,0,0.000000
Camper/RV,Private room,3,2020-05-01,100.000000,51,80,65.5,2,0.000000,100.000000,,,60,1965.000000
Camper/RV,Private room,3,2020-06-01,100.000000,50,79,64.5,2,0.000000,100.000000,0.000000,,60,1935.000000
Camper/RV,Private room,3,2020-07-01,100.000000,50,50,50,1,0.000000,,-50.000000,,30,1500.000000
Camper/RV,Private room,4,2020-05-01,100.000000,55,55,55,1,0.000000,,,,7,385.000000
Camper/RV,Private room,4,2020-06-01,100.000000,55,55,55,1,0.000000,,0.000000,,7,385.000000
Camper/RV,Private room,4,2020-07-01,100.000000,56,56,56,1,0.000000,,0.000000,,7,392.000000
Campsite,Entire home/apt,4,2020-08-01,100.000000,300,300,300,1,100.000000,93.000000,,,7,2100.000000
Campsite,Entire home/apt,16,2021-04-01,100.000000,79,79,79,1,0.000000,,,,0,0.000000
Casa particular,Entire home/apt,2,2020-08-01,100.000000,80,80,80,1,0.000000,100.000000,,,30,2400.000000
Casa particular,Entire home/apt,2,2020-09-01,100.000000,80,80,80,1,0.000000,100.000000,0.000000,,30,2400.000000
Casa particular,Entire home/apt,2,2020-10-01,100.000000,80,80,80,1,0.000000,100.000000,0.000000,,30,2400.000000
Casa particular,Entire home/apt,2,2020-11-01,100.000000,80,80,80,1,0.000000,100.000000,0.000000,,30,2400.000000
Casa particular,Entire home/apt,2,2020-12-01,100.000000,80,80,80,1,0.000000,100.000000,0.000000,,30,2400.000000
Casa particular,Entire home/apt,2,2021-01-01,100.000000,80,80,80,1,0.000000,100.000000,0.000000,,30,2400.000000
Casa particular,Entire home/apt,2,2021-02-01,100.000000,80,80,80,1,0.000000,100.000000,0.000000,,30,2400.000000
Casa particular,Entire home/apt,2,2021-03-01,100.000000,80,80,80,1,0.000000,100.000000,0.000000,,30,2400.000000
Casa particular,Entire home/apt,2,2021-04-01,100.000000,80,80,80,1,0.000000,100.000000,0.000000,,30,2400.000000
Casa particular,Entire home/apt,3,2021-03-01,100.000000,154,154,154,1,0.000000,,,,28,4312.000000
Casa particular,Entire home/apt,3,2021-04-01,100.000000,180,180,180,1,0.000000,80.000000,0.000000,,30,5400.000000
Casa particular (Cuba),Entire home/apt,2,2020-05-01,100.000000,80,80,80,1,0.000000,100.000000,,,30,2400.000000
Casa particular (Cuba),Entire home/apt,2,2020-06-01,100.000000,80,80,80,1,0.000000,100.000000,0.000000,,30,2400.000000
Casa particular (Cuba),Entire home/apt,2,2020-07-01,100.000000,80,80,80,1,0.000000,100.000000,0.000000,,30,2400.000000
Casa particular (Cuba),Private room,2,2020-05-01,100.000000,95,95,95,1,0.000000,,,,30,2850.000000
Casa particular (Cuba),Private room,2,2020-06-01,100.000000,94,94,94,1,0.000000,,0.000000,,30,2820.000000
Casa particular (Cuba),Private room,2,2020-07-01,100.000000,95,95,95,1,0.000000,,0.000000,,30,2850.000000
Castle,Entire home/apt,10,2020-05-01,100.000000,900,900,900,1,0.000000,,,,1,900.000000
Castle,Entire home/apt,10,2020-06-01,100.000000,900,900,900,1,0.000000,,0.000000,,1,900.000000
Castle,Entire home/apt,10,2020-07-01,100.000000,899,899,899,1,0.000000,,0.000000,,1,899.000000
Castle,Entire home/apt,10,2020-08-01,100.000000,600,600,600,1,0.000000,,0.000000,,1,600.000000
Castle,Entire home/apt,10,2020-09-01,100.000000,600,600,600,1,0.000000,,0.000000,,1,600.000000
Castle,Entire home/apt,10,2020-10-01,100.000000,600,600,600,1,0.000000,,0.000000,,1,600.000000
Castle,Entire home/apt,10,2020-11-01,100.000000,600,600,600,1,0.000000,,0.000000,,1,600.000000
Castle,Entire home/apt,10,2020-12-01,100.000000,600,600,600,1,0.000000,,0.000000,,30,18000.000000
Castle,Entire home/apt,10,2021-01-01,100.000000,600,600,600,1,0.000000,,0.000000,,1,600.000000
Castle,Entire home/apt,10,2021-02-01,100.000000,600,600,600,1,0.000000,,0.000000,,1,600.000000
Castle,Entire home/apt,10,2021-03-01,100.000000,600,600,600,1,0.000000,,0.000000,,1,600.000000
Castle,Entire home/apt,10,2021-04-01,100.000000,600,600,600,1,0.000000,,0.000000,,1,600.000000
Cave,Entire home/apt,1,2020-05-01,100.000000,150,150,150,1,0.000000,,,,0,0.000000
Cave,Entire home/apt,1,2020-06-01,100.000000,150,150,150,1,0.000000,,0.000000,,0,0.000000
Cave,Entire home/apt,4,2020-06-01,100.000000,449,449,449,1,0.000000,100.000000,,,1,449.000000
Cave,Entire home/apt,4,2020-07-01,100.000000,450,450,450,1,0.000000,100.000000,0.000000,,1,450.000000
Cave,Entire home/apt,4,2020-08-01,100.000000,220,220,220,1,0.000000,100.000000,0.000000,,7,1540.000000
Cave,Entire home/apt,4,2020-09-01,100.000000,350,350,350,1,0.000000,100.000000,0.000000,,1,350.000000
Cave,Entire home/apt,4,2020-10-01,100.000000,370,370,370,1,0.000000,100.000000,0.000000,,1,370.000000
Cave,Entire home/apt,4,2021-04-01,100.000000,370,370,370,1,0.000000,95.000000,0.000000,,1,370.000000
Chalet,Entire home/apt,2,2020-05-01,100.000000,72,260,197.5,3,33.333300,95.500000,,,76,4250.000000
Chalet,Entire home/apt,2,2020-06-01,100.000000,72,243,189,3,33.333300,95.500000,0.000000,,87,4386.000000
Chalet,Entire home/apt,2,2020-07-01,100.000000,72,244,190,3,33.333300,95.500000,0.000000,,60,3800.000000
Chalet,Private room,2,2020-05-01,100.000000,60,60,60,1,0.000000,96.000000,,,30,1800.000000
Chalet,Private room,2,2020-06-01,100.000000,60,60,60,1,0.000000,96.000000,0.000000,,30,1800.000000
Chalet,Private room,2,2020-07-01,100.000000,60,60,60,1,0.000000,96.000000,0.000000,,30,1800.000000
Condominium,Entire home/apt,1,2020-05-01,100.000000,70,139,87.5,5,20.000000,91.000000,,,134,2403.400000
Condominium,Entire home/apt,1,2020-06-01,100.000000,70,140,87.5,5,20.000000,91.000000,0.000000,,112,2037.200000
Condominium,Entire home/apt,1,2020-07-01,100.000000,70,139,118.5,3,33.333300,91.000000,-40.000000,,38,1586.000000
Condominium,Entire home/apt,2,2020-05-01,100.000000,51,380,130,119,17.647100,94.018868,,,2911,3277.101563
Condominium,Entire home/apt,2,2020-06-01,100.000000,51,380,129.5,115,19.130400,94.294118,-3.125000,,2818,3270.798387
Condominium,Entire home/apt,2,2020-07-01,100.000000,50,380,130,95,22.105300,94.317647,-16.935500,,2468,3502.485437
Condominium,Entire home/apt,3,2020-05-01,100.000000,70,400,138.5,46,21.739100,89.818182,,,1073,3349.234043
Condominium,Entire home/apt,3,2020-06-01,100.000000,70,400,140,44,22.727300,90.303030,-4.255300,,988,3264.022222
Condominium,Entire home/apt,3,2020-07-01,100.000000,70,400,138,37,27.027000,93.250000,-15.555600,,797,3104.605263
Condominium,Entire home/apt,4,2020-05-01,100.000000,40,550,164.5,127,22.834600,92.185841,,,2790,4035.044118
Condominium,Entire home/apt,4,2020-06-01,100.000000,40,551,163.5,121,20.661200,92.138889,-4.411800,,2749,4032.761538
Condominium,Entire home/apt,4,2020-07-01,100.000000,40,551,165,105,21.904800,92.597826,-14.615400,,2222,3899.261261
Condominium,Entire home/apt,5,2020-05-01,100.000000,63,501,180,29,13.793100,89.694444,,,979,5027.200000
Condominium,Entire home/apt,5,2020-06-01,100.000000,61,501,180.5,30,13.333300,89.729730,2.500000,,1000,4982.146341
Condominium,Entire home/apt,5,2020-07-01,100.000000,95,500,178,21,14.285700,90.880000,-31.707300,,589,4585.071429
Condominium,Entire home/apt,6,2020-05-01,100.000000,70,1500,215,55,25.454500,93.480769,,,1195,5246.614035
Condominium,Entire home/apt,6,2020-06-01,100.000000,70,1500,221.5,53,28.301900,93.770833,-7.017500,,1202,5509.490566
Condominium,Entire home/apt,6,2020-07-01,100.000000,95,1500,200,40,30.000000,93.777778,-24.528300,,835,4918.400000
Condominium,Entire home/apt,7,2020-05-01,100.000000,119,501,284,4,0.000000,73.666667,,,79,4994.250000
Condominium,Entire home/apt,7,2020-06-01,100.000000,119,500,283,4,0.000000,73.666667,0.000000,,81,5096.500000
